Iteration	 training_error			 testing_error
49			 1210.0101872422028	 588.2775111055311
50			 1204.566312026154	 582.1389205439933
51			 1198.7626362387887	 579.5299432297533
52			 1194.2841727045777	 572.3032681238506
53			 1185.3766533121134	 551.9394496784495
54			 1179.0581924852397	 583.73443098928
55			 1174.0212607957537	 581.1720279677626
56			 1170.1384422760584	 578.2881024570246
57			 1169.0805779701507	 573.0212386278718
58			 1164.2989928051682	 570.2761960193318
59			 1157.8572862302935	 556.4019232910655
60			 1153.6892668949613	 562.926758583005
61			 1144.2045017087169	 560.8313589297442
62			 1139.2035010719455	 559.2719075538466
63			 1130.9018820385386	 556.5524217254216
64			 1132.9395020014647	 552.9996590271746
65			 1122.572918992371	 539.3046917654045
66			 1122.0602368869502	 548.6458272133927
67			 1114.0817368787052	 494.9179425776876
68			 1110.825399620188	 550.6279557845321
69			 1099.8746245082327	 545.821811533676
70			 1099.9760446363782	 543.3400100575877
71			 1095.341614138754	 517.57076434534
72			 1087.7059751542859	 469.870277078927
73			 1076.7608115423384	 531.7813248198298
74			 1075.8779582907696	 474.82368192224897
75			 1072.9523830473815	 473.65506900156464
76			 1060.1960917560425	 532.9562385643917
77			 1059.7583887102396	 489.14312370800235
78			 1055.7083380992851	 462.9211264863265
79			 1055.9629091725021	 516.3838140263829
80			 1047.7035594602069	 518.4735826979722
81			 1042.792796000851	 535.4861441484104
82			 1036.448813141215	 502.13752014435886
83			 1036.650792972506	 444.49530931768237
84			 1030.4633398848346	 459.7856360123212
85			 1028.0246986662264	 533.1316299998829
86			 1016.462209244721	 459.95259764856763
87			 1012.2949808060387	 499.6654421482569
88			 1013.7914106846008	 458.96466554722895
89			 1008.61809730727	 480.5469123090774
90			 1000.6105326352723	 450.9969342525961
91			 993.9657543477173	 455.2382381923985
92			 986.8884674365194	 514.7498816863649
93			 982.1775354712045	 512.2668131134394
94			 977.3291178450471	 510.11580732989853
95			 972.0818612631406	 483.6008722418857
96			 970.4259748450756	 429.6892622355872
97			 964.3422238893664	 467.20110305275364
98			 963.2378360968057	 470.18807190339953
99			 958.7424949326441	 439.65638542234103
100			 952.1633037487812	 528.6196858293252
101			 946.0023040286536	 433.9217080276088
102			 940.4714916130503	 445.82710444919707
103			 939.287479598321	 436.22029992704427
104			 929.6079769183569	 487.86575001872836
105			 931.2987216255324	 473.2955274767645
106			 924.9240439754047	 481.80786364148395
107			 920.4486316968383	 460.66057163763554
108			 917.056954980446	 415.30200459727456
109			 909.5835113425986	 477.32548637683163
110			 906.5746497948418	 412.04708699210556
111			 907.4290965566622	 427.5774679892987
112			 902.1911377188322	 461.9175976929178
113			 895.9501675421191	 408.27499334713144
114			 893.2415339491532	 416.32194882892554
115			 888.2353185716493	 424.2717854816383
116			 887.318039137695	 436.56175509951663
117			 879.2843259881678	 421.5698898862109
118			 877.4381456859674	 452.3573503809782
119			 872.8240901722434	 386.0687647272577
120			 867.352116113913	 396.6716162920162
121			 860.8721535700057	 383.3501573579164
122			 858.8137711986909	 418.3306244442037
123			 851.1362674896418	 396.364742426398
124			 853.229971120123	 401.29620004945593
125			 844.9450174850555	 377.5115245428581
126			 843.2548880189212	 432.8524184808817
127			 841.1583600067498	 396.6251324164486
128			 833.9227154668005	 379.78862244851217
129			 833.6928977118918	 397.05828227365146
130			 828.8089774035951	 378.44674895808566
131			 824.2168255249716	 426.6512010358209
132			 816.4511288829524	 378.387462494423
133			 812.0515669539207	 387.0253620866047
134			 807.6273521960561	 421.37938991430843
135			 807.4311176088485	 370.5440485945927
136			 803.3248974912447	 375.1183008461384
137			 797.1739854866438	 374.94825661441274
138			 797.063530981293	 402.7046474331983
139			 789.3874783120582	 391.0050592113797
140			 790.6377059522903	 397.66637851156503
141			 780.6909899282718	 433.88435130500403
142			 781.4055406102992	 371.8903761423226
143			 774.5422424720284	 372.40168942318775
144			 775.4296492764963	 355.9299027351643
145			 766.166665654474	 368.69948485359373
146			 761.3632619706943	 370.2092088532804
147			 760.2780436090711	 363.33803507413046
148			 756.236073889022	 365.7755416545764
149			 755.0510536034382	 378.7113832524351
150			 752.7653886805855	 342.64235019286366
151			 746.9590542303401	 384.3193063773453
152			 737.6629178767125	 360.09500724418695
153			 737.2472001550208	 357.3550593409146
154			 734.6092263658903	 320.2293431825508
155			 730.6812782205327	 328.1033807941809
156			 724.7540830841206	 341.6541874158411
157			 724.9546944548956	 360.5263667814187
158			 722.3248091053591	 355.92027882547046
159			 718.060528777907	 362.91505845635453
160			 713.7880236397946	 351.3685503506613
161			 713.324129900886	 342.95401813145236
162			 704.4374400635362	 315.94442830498883
163			 701.6070968913014	 373.33524426949447
164			 702.2902502735864	 322.3128512706984
165			 698.0056102931951	 338.14423321108836
166			 691.8684594408257	 354.2860211991854
167			 685.5615552565242	 356.7664984175919
168			 690.366344553562	 337.33485584346573
169			 678.1173530416708	 300.8332914576355
170			 678.8146959745919	 342.6945561957546
171			 675.1418649083944	 352.39654199033544
172			 673.351807893849	 319.5994792979307
173			 663.8985691407768	 309.23755076208573
174			 667.3843119199914	 337.7853375069741
175			 665.4447321259055	 352.2183199839053
176			 657.9380420198017	 326.07797233475895
177			 657.2093386591634	 314.7224170018659
178			 651.2098422062015	 336.25715283052
179			 649.8410812295584	 336.2441598549641
180			 644.5175887224478	 336.195072717557
181			 641.6040687233758	 304.0641443713945
182			 637.2429496036292	 339.595367931464
183			 634.3391299031381	 338.0802806881179
184			 636.5967084436239	 308.59059432756686
185			 630.6971368759707	 310.55470141965253
186			 626.5691576154655	 311.20009707628776
187			 623.5037527040485	 314.48334972539334
188			 620.8939641392972	 305.54824659914715
189			 617.0151967200975	 302.84864522773665
190			 615.4028246766535	 277.57606322032143
191			 609.9410252979649	 327.95600286983847
192			 608.7191457870373	 292.1158700466218
193			 604.3375675382523	 296.48871081539517
194			 602.5306661113323	 323.00109219066945
195			 597.6470389338201	 270.48738711333476
196			 594.8938526625733	 302.41967091627623
197			 592.9204166176717	 289.95131416795726
198			 589.2064618982121	 277.44037898121826
199			 586.6259057794651	 283.45680954449637
200			 583.4659687337829	 277.84095422142565
201			 582.5192902460507	 289.7848173057139
202			 577.9280943678447	 270.1812496535153
203			 575.4222610635994	 267.3302196723478
204			 573.2256504262755	 287.1623970701811
205			 567.4781949281202	 296.06238410027527
206			 565.0587805891394	 248.8782548484565
207			 561.6377395283675	 282.0408150689977
208			 559.2309488127496	 255.1745281821819
209			 560.1280826037506	 279.357575560198
210			 549.5718077552724	 262.1858152846083
211			 547.2087287714455	 272.9994204594976
212			 548.4670973541297	 256.1742467185193
213			 547.4495871578578	 244.21908743861252
214			 540.0628122693046	 291.57106931087674
215			 537.7528086628463	 277.6707147003807
216			 534.8895921671453	 256.86049323833674
217			 528.7328485757106	 251.78365934321997
218			 531.623700479223	 244.1122715616153
219			 528.1895986264396	 233.00627273959276
220			 526.4524972063558	 270.4030526993597
221			 520.4886485947314	 262.74116976206074
222			 518.5363463361756	 227.97628960251043
223			 512.5622326168659	 242.85832044191233
224			 514.0490759755933	 257.74995249041365
225			 512.4573116327094	 231.65815709578013
226			 508.76060363590443	 253.96852938820075
227			 504.0940923319171	 230.98181979278343
228			 507.13902023603515	 229.3660059038591
229			 501.4830749369565	 232.7015862514749
230			 499.03896733000056	 256.00539975209534
231			 495.67871799162407	 255.3485494940469
232			 494.58252517240055	 221.31135485960093
233			 489.42662231881155	 222.5863433932982
234			 485.5861542049993	 226.5810299956517
235			 485.4093709395291	 240.26141279702972
236			 482.85147794683087	 229.76387806879114
237			 477.6172310155364	 256.75289900196134
238			 475.7479275154076	 230.0963361533328
239			 474.35837442184555	 245.34057676199163
240			 469.14752476065235	 232.40666005547052
241			 468.94449652143777	 224.3109283790452
242			 469.0392631461363	 234.01113904604068
243			 463.0162437798131	 228.30882574288356
244			 461.4318857728683	 244.4596999303787
245			 459.61040312416645	 231.36110216837392
246			 457.52541955598485	 225.6767988876804
247			 452.8422717071569	 233.44580540087546
248			 453.7450273025705	 222.47237835441732
249			 447.92601914713117	 222.46046538068506
250			 445.8725864935497	 220.54357930436547
251			 441.52114380711254	 214.32864349393174
252			 441.43112792790345	 208.67628726793944
253			 437.75174275956283	 211.31368453519934
254			 433.43920223364194	 205.6713768329622
255			 435.93342243274043	 205.68174820849782
256			 433.58884520498685	 213.0393150672032
257			 429.39205988908213	 208.08953432505828
258			 430.5616304396139	 213.37889613779856
259			 428.51855464663987	 202.16913916401415
260			 421.23395184105794	 204.16636844685482
261			 418.5786532520029	 212.88490858067158
262			 412.2649851539935	 201.08563892275504
263			 413.757287814928	 196.03636812614735
264			 411.624347159857	 194.471013828083
265			 411.8711915809099	 211.0190521412037
266			 407.7183778346646	 195.51435016443804
267			 405.3719855287595	 202.9189449475994
268			 403.83433216558007	 190.47438429742115
269			 397.4677683011683	 203.64024145196572
270			 397.8758736637354	 203.3001855604606
271			 396.703907303789	 197.6576424364793
272			 390.3887363809991	 198.5193760434691
273			 393.10408057302186	 191.48472285908588
274			 391.08271005883825	 185.5378454312335
275			 387.56997992367343	 182.74778768191086
276			 389.0017588549214	 182.45582156466742
277			 382.3152321383738	 187.18977126987014
278			 379.15211160325646	 201.66132657119155
279			 378.08622184485006	 184.38217786223277
280			 376.97805028484373	 181.07354019402013
281			 373.2779988661779	 180.4657554330609
282			 374.1171273741304	 184.74144629326042
283			 368.30014137649783	 195.91921034764835
284			 368.24541820146754	 187.2934448575368
285			 368.20218958914467	 182.07815721168413
286			 366.1787421719045	 181.43184363807836
287			 362.12339321686244	 193.51995266792812
288			 360.17865235802077	 169.7265336152359
289			 354.8455014169893	 179.54845309154163
290			 357.1274593798003	 168.7650605094234
291			 352.8883265989299	 169.690317572479
292			 351.9821144309612	 176.49171873305343
293			 349.78233668639314	 168.8772710165557
294			 349.78034221803205	 166.8502310664129
295			 344.9540484943204	 173.99534775186936
296			 341.744838088689	 163.7579952172048
297			 339.79807443257107	 174.46925707136276
298			 337.5966953511178	 174.95643267579774
299			 335.9055494314413	 153.33553402262152
300			 332.0612250112664	 169.53231488128458
301			 330.5551057087964	 170.88303744415816
302			 327.11289209494004	 158.56772728183105
303			 331.5458514965329	 159.33333193356165
304			 326.9129250232178	 165.17663082152097
305			 328.7537601150285	 172.37748872782961
306			 326.7483848787224	 156.7062386862073
307			 319.2417975832249	 161.57024125512368
308			 320.2388005832578	 165.31565950590826
309			 315.1678216444688	 155.5584746536921
310			 312.76360438727534	 154.2882571298534
311			 313.01407618356995	 154.485488540883
312			 314.4241423250524	 161.8590131248138
313			 311.6367139246623	 150.66507717957668
314			 305.80258347783604	 154.47766695376478
315			 302.0480583855538	 152.5160004872852
316			 300.640139163742	 148.41954605092587
317			 299.5474770578927	 155.56448389158209
318			 298.89693850518506	 150.54298056425003
319			 295.248931036066	 141.15599443029697
320			 293.2229967203964	 152.60888838630203
321			 292.4597921093524	 153.16396675103067
322			 290.485459221031	 147.93678654282104
323			 287.5496301913059	 144.04654662609244
324			 289.68497342101494	 159.08800655771034
325			 286.75559879115076	 152.7818670666399
326			 286.12162390561735	 140.05519690987447
327			 284.2523313498611	 135.02770023352286
328			 282.1718526941268	 144.69818420063086
329			 282.97291150050694	 141.14934276798814
330			 275.9897834621012	 137.53757496162527
331			 273.90680893794865	 149.39271844076336
332			 272.51500214223705	 144.49797250739104
333			 275.42957372367545	 148.00571779132883
334			 270.43581306243453	 139.95921390819055
335			 270.4848110608164	 147.44424818299393
336			 266.3530561170473	 143.03663282441076
337			 265.4743573887731	 140.70803461514217
338			 265.9276300010975	 144.22881806496915
339			 259.46340930704156	 136.17367752888666
340			 258.71793685500296	 136.6014802015021
341			 258.2753387399068	 136.32672236730778
342			 256.1700780598409	 135.15954057220466
343			 254.50241461862842	 139.84362896163316
344			 255.3425748509288	 131.74934978994514
345			 251.1236195475679	 127.25041663141347
346			 246.36683146496117	 137.01732170268636
347			 246.233477839645	 133.29274000011205
348			 247.34310333531704	 129.62714591856408
349			 245.779112593039	 126.54558621745099
350			 242.40432932920032	 132.21561063556416
351			 242.4321460114614	 124.32235150846118
352			 240.77938629705756	 130.89216844600543
353			 239.85721195750887	 122.48659847651744
354			 236.56393986866325	 127.28893611899714
355			 233.31916726861468	 119.0233678497615
356			 233.98012329204488	 127.62408781755879
357			 231.3823167215799	 123.87320208206076
358			 225.61006380061866	 121.95081897753695
359			 230.8317327195597	 120.10389236113204
360			 229.8049183849483	 120.61423815873857
361			 227.23866946519541	 120.96971710518048
362			 226.2811032637999	 122.41626189130963
363			 223.65005140222345	 111.50098758888386
364			 221.92088986867725	 117.34336327211321
365			 223.59664246850986	 121.20336279805484
366			 222.4309062931793	 117.39111046569873
367			 216.9954755960864	 116.49634946170335
368			 215.12998799256474	 115.15262315924137
369			 211.74323668124083	 114.08682801615743
370			 213.50241197509447	 114.9830647530248
371			 205.75838057308857	 113.57363447907474
372			 207.9889893607839	 113.00602921263152
373			 206.74693529306856	 113.98834976371695
374			 204.46584856858777	 112.80058169894659
375			 203.7909310698842	 107.95589409844196
376			 204.03665913454512	 104.8730910886644
377			 199.64692934082836	 107.01880717355378
378			 194.27993849524248	 104.2946009544474
379			 194.7228780089576	 107.69700484521445
380			 193.52018769915435	 106.28332048618566
381			 192.03228878921541	 106.48510354391577
382			 189.72323446375427	 107.61836067860712
383			 189.03395228301153	 108.35149445033525
384			 195.14029527480966	 110.81012280570039
385			 188.26627220048704	 105.52074207783242
386			 188.49977497805327	 98.08042001482207
387			 187.57586601782748	 101.29269019079244
388			 183.53228618615034	 94.31807300106263
389			 181.94034129319436	 100.83721463650872
390			 181.02206694116364	 96.48600116984842
391			 180.83758680314443	 103.11735938843601
392			 180.0756057600703	 99.97423508564086
393			 180.58837240810468	 99.46210735019571
394			 179.91614526815297	 98.60600418770544
395			 178.6133311114771	 91.8100855906166
396			 177.69368354122042	 94.39928744367573
397			 180.5225265234843	 98.18825228098116
398			 177.84954696511394	 94.9414983720882
399			 173.8411595006012	 92.10114258262574
400			 171.78968209036304	 96.8374685567938
401			 169.43104708904883	 87.90105860278064
402			 167.03586307827945	 90.83694357950387
403			 166.3798805273244	 90.12892200822492
404			 166.29971141121905	 95.56962522394306
405			 166.28521814619836	 89.70476968361898
406			 166.46852765791743	 87.40979686057355
407			 161.65479307991333	 90.30682989066185
408			 163.01625213563233	 86.62074143314193
409			 160.21117511058767	 84.06311052754404
410			 161.87615348336462	 86.36537915370718
411			 161.32594646744823	 86.55138426646924
412			 158.4713597636317	 83.76346742646693
413			 154.20773874910302	 84.12943230075487
414			 154.7452243792523	 81.2808722951448
415			 151.24894346607294	 79.45948485502286
416			 152.28845925083098	 82.09504711035493
417			 153.6887422466156	 80.72272651914571
418			 154.39565930181502	 78.08137199694356
419			 151.63682663787978	 80.99941204936871
420			 150.8831366403642	 74.32637574033154
421			 150.89620820277705	 81.11660846991258
422			 146.38164472384338	 80.80335300565511
423			 147.6737069758198	 79.21940863066321
424			 144.02551024355148	 77.44694941832347
425			 143.59558400085552	 76.76280976673135
426			 141.94209148082987	 78.95775707086756
427			 139.91400630439642	 75.62795956204783
428			 138.19237790405526	 71.04865057200674
429			 136.65897783061135	 76.82084432881815
430			 137.7549315265977	 74.29869797000917
431			 136.04664448084	 72.25582021737593
432			 136.0007479085418	 74.00426093302386
433			 134.01926702332852	 72.40325734488206
434			 132.33554849218953	 70.59650275385899
435			 132.2172048112495	 71.43193486355533
436			 132.95621930146856	 71.2778602751998
437			 131.79540810297263	 69.57770630982661
438			 129.42248263927948	 74.84776724587334
439			 128.17598717916945	 66.89517293778948
440			 126.99437327019128	 72.57226499985252
441			 128.34159829151216	 64.29978727005394
442			 126.76729178541973	 65.27253458980825
443			 125.96961006115026	 65.09577813469959
444			 126.05619366468127	 66.62746802671136
445			 123.10922195136793	 64.94135365858429
446			 123.83647983898939	 63.37366198232681
447			 122.852089630654	 64.8242226642866
448			 122.79591926639065	 63.69240339421824
449			 121.98536363366533	 61.96028085376986
450			 121.50142427315814	 60.47993653918109
451			 119.84424091767664	 61.16020612837706
452			 116.63791205221644	 61.47353915542451
453			 116.65753851361129	 60.85945916558766
454			 115.28346747152172	 60.67471255340508
455			 113.75720798178644	 58.023914018638415
456			 112.96859023948619	 57.90327383652134
457			 112.01430380166356	 57.59325489370379
458			 111.1477943052433	 55.869322936801105
459			 109.35898608332998	 57.89692172305986
460			 108.80348472002852	 57.61540652498791
461			 107.64625215535385	 55.174196415436334
462			 107.23136168848872	 57.0450052330768
463			 105.43562808217443	 57.637292316559474
464			 106.63005832942439	 53.34527721088979
465			 106.343962224996	 55.8928095999262
466			 103.39168361484774	 53.29680540172005
467			 104.71950444723026	 52.03152047511866
468			 102.55600770927161	 52.78156188775325
469			 103.17154745280324	 54.81603938740041
470			 101.21249099062607	 51.77178776328058
471			 100.89718097179527	 51.38091559233693
472			 100.14786763174709	 55.001836468486154
473			 99.3956892690952	 52.353308314241204
474			 98.44562101065902	 48.94355802960645
475			 97.32007369113747	 48.67743485684129
476			 96.81837565208988	 50.33422849613686
477			 96.22169961204756	 48.50663130296451
478			 94.68345192240115	 46.7903904114738
479			 92.70513009659854	 47.274736499665295
480			 93.11082203765342	 48.046328875206925
481			 92.09266226285231	 48.76088747386568
482			 91.13507817367066	 47.545816639668274
483			 91.77156767755584	 46.40456981935555
484			 89.93985671129386	 45.40977574256371
485			 89.0303473827067	 44.84051599893226
486			 88.23791751425757	 44.41277197761953
487			 86.82390580664085	 45.07388105876474
488			 86.31946519205326	 43.94582500056318
489			 85.75780664366988	 45.903099772118836
490			 85.41299766924573	 44.29941527772225
491			 85.34969309540493	 43.23866061846079
492			 83.6669715524099	 42.665949193750606
493			 82.53709468424285	 42.24505240706437
494			 82.63373978808217	 43.37115367704839
495			 82.94760133394169	 42.43546561753465
496			 83.11668312532582	 43.28039325305824
497			 82.35629661058302	 42.06172580600869
498			 80.40353650810435	 43.14006139081102
499			 79.6228470852042	 40.44478248905543
500			 80.15529376493679	 42.24987852555356
501			 78.90832924629395	 41.15691495334456
502			 77.00022816295784	 40.37246738555653
503			 75.85186184097168	 39.4251777690165
504			 75.64735472428245	 39.07987901762262
505			 74.48488393465759	 39.352215805757595
506			 75.72466516652099	 39.73516055636792
507			 74.71425002296706	 38.31586080991948
508			 74.44342723379185	 37.668586982722296
509			 72.39416710643307	 37.22182688066339
510			 72.99998188221142	 37.37258892691678
511			 72.3553856776167	 36.0222944555501
512			 72.51094465453913	 36.82037214743256
513			 71.0925982795976	 35.79566533801303
514			 71.36469053651574	 37.133161108939355
515			 71.21304962395939	 35.86929558971948
516			 71.22216246468892	 35.90551054518018
517			 70.56297956470502	 35.42522845494831
518			 69.44146006238165	 35.290976488546924
519			 67.97733001065419	 35.15716648359023
520			 68.88578296524592	 35.245902762155005
521			 68.57369930956375	 35.49670727783165
522			 68.41073662026861	 35.051819887905026
523			 67.40640175504585	 34.42716041340095
524			 66.45489322739591	 34.529754326939795
525			 66.05124153586459	 33.68608696507295
526			 66.13919045784624	 33.6635608133923
527			 65.48504264135158	 32.95805654694117
528			 64.64011097476686	 32.72726407196188
529			 63.93305432271034	 32.46843323067935
530			 62.7963258253245	 32.44744912162617
531			 62.51534210974331	 32.68352121734726
532			 62.04545161656583	 31.985611508016945
533			 62.00851404855493	 31.972197387110135
534			 60.83042571344701	 31.972012265483297
535			 60.993548607362484	 31.281974889108213
536			 60.169415912331836	 30.5323826784256
537			 59.849942867737376	 30.775413861870387
538			 59.1332320182172	 30.643178103847074
539			 58.44327140512222	 30.173891370175273
540			 57.930957078289964	 30.307866790372533
541			 57.316255818417225	 30.389622962858667
542			 56.802199604618245	 29.513938381167943
543			 56.896157274141736	 29.953528149963724
544			 56.39282052915928	 29.17584072719506
545			 55.79713600904979	 29.11727046876902
546			 55.27420863659741	 28.983860082160813
547			 55.10135850157933	 28.349542422414824
548			 54.3049748495142	 28.364048657646457
549			 54.50842741827085	 28.711712601108495
550			 54.2371189204106	 28.40294404243115
551			 52.95685592321438	 27.456360785785108
552			 52.459211751043036	 27.473520308300802
553			 52.408694191963846	 27.27441311215598
554			 52.04829769900379	 27.293785725472297
555			 51.59024990482608	 27.87480968903434
556			 51.69063511183362	 27.108797364377942
557			 51.13002609089799	 26.830604404330174
558			 50.22646946120189	 26.457730615055805
559			 49.97085919334163	 26.43008240378988
560			 49.95416807617777	 26.384827625708557
561			 49.306029123340366	 26.18733616661156
562			 49.12387563981691	 25.90516568919194
563			 48.55267254498508	 25.97292325874295
564			 48.32507184585882	 25.6448299401537
565			 47.817434613837605	 25.27846826395172
566			 47.144391944290994	 25.26713994075271
567			 47.20390820697954	 24.85791637697438
568			 46.74251806812215	 24.878145418103042
569			 45.90352491193017	 24.701589894309734
570			 46.00443015431541	 24.29037966119786
571			 45.68405095417638	 24.273851569960293
572			 45.31956946688813	 23.92471568542281
573			 45.0437234557441	 24.329674269018035
574			 44.627400032214105	 23.83269121146425
575			 44.30925602110703	 23.90779214773563
576			 44.25768105854001	 23.68538530696376
577			 44.018597942259795	 23.68018388488633
578			 43.455028408530914	 23.367199849842887
579			 43.171924437564684	 22.840777371697264
580			 42.75319697474646	 23.010683172375987
581			 42.59296425332687	 23.217224159505516
582			 42.28309102373136	 22.278269610475775
583			 41.98242687037932	 22.192607542485064
584			 41.70959604697991	 22.226834981889006
585			 41.62322943096371	 22.334699845488785
586			 41.283423228409546	 22.06775653709732
587			 40.67962447131329	 21.67518467461387
588			 40.42205077912687	 21.406374809603673
589			 40.059372662631404	 21.44313053056876
590			 40.17927221764304	 21.123741885259232
591			 39.73929819682431	 21.099678226338657
592			 39.21175690943844	 20.759432985090108
593			 39.02522629369203	 20.466913956816306
594			 38.85693661329914	 20.650698044876236
595			 38.4844494278688	 20.53961159226652
596			 38.4706200273325	 20.420214235153967
597			 37.601236253382375	 19.951401875507536
598			 37.587043955179844	 19.953606356743506
599			 37.50871299994456	 19.824261977021173
600			 37.35031838253476	 19.694868019975768
601			 36.807843904348765	 19.20374081669952
602			 36.21798617858974	 19.146069300225765
603			 36.00329417487201	 19.35982568958569
604			 36.03377384526746	 19.0723986288092
605			 35.95142100217195	 18.862818705003768
606			 35.11818304367818	 18.56760260177854
607			 35.11438193079919	 18.61355603773916
608			 34.64027082502222	 18.35812368253215
609			 34.406967806457175	 18.213200090478956
610			 34.00044304940635	 17.87295948067965
611			 33.729109452644074	 18.007418620448295
612			 33.522638158959275	 17.697626986301046
613			 33.448060411198554	 17.610426036149228
614			 33.265930014652184	 17.774752319430707
615			 33.21689651029047	 17.555892772573554
616			 32.88694111725688	 17.384256068076123
617			 32.60331090344525	 17.281035826454154
618			 32.15598993103223	 17.031993189289103
619			 31.87947496530231	 16.931041670518905
620			 31.7194333173653	 16.84904546331245
621			 31.409451824904508	 16.563583174269734
622			 31.33219043033747	 16.36637208184457
623			 31.11906254479519	 16.547102577167347
624			 31.11885543830826	 16.35432242458263
625			 30.78676470629475	 16.374869783640673
626			 30.642880084007288	 16.24047758958183
627			 30.5556379038655	 16.133399862599255
628			 30.150115762535716	 15.968409499399476
629			 29.714928779525398	 15.824743464787323
630			 29.527022306730213	 15.900566423369531
631			 29.52152933327422	 15.901154758659962
632			 29.35006590728064	 15.815817748818619
633			 29.19848122973043	 15.36754470801563
634			 28.73674442489525	 15.426294468933875
635			 28.699437097195688	 15.33723579885203
636			 28.50347430996561	 15.141146432298674
637			 28.312709966356216	 15.238554403779677
638			 28.251208670975565	 14.992437333327965
639			 28.019259455430305	 14.818227829271297
640			 27.508074451283683	 14.618310279562984
641			 27.275960648100277	 14.594420167138162
642			 27.223942349173488	 14.388137846772965
643			 27.076905472653245	 14.382768888054045
644			 26.659248994436695	 14.419049711917218
645			 26.56859981478041	 14.17096085368436
646			 26.33558388019291	 14.091374497614384
647			 26.228857731316037	 14.144064803614288
648			 25.93091162558635	 13.96792068843858
649			 25.81929874345375	 13.89359019842072
650			 25.606650129838467	 13.758947777529983
651			 25.349056738538216	 13.479577151307575
652			 25.45167225350894	 13.663495449268806
653			 25.12721590328163	 13.598929641455905
654			 25.06317046215565	 13.522842671084906
655			 24.687929685705438	 13.425127847790993
656			 24.59189688353442	 13.205846002540536
657			 24.407389822190574	 13.196776316015718
658			 24.11338480171146	 13.162133760930736
659			 23.988267342922022	 12.960939822957753
660			 23.75698116568179	 12.886280932819801
661			 23.51004046236757	 12.725731542653302
662			 23.265585616755178	 12.67375707315446
663			 23.23102543027165	 12.678264913578902
664			 23.051294462178603	 12.658840022758891
665			 22.830921676465234	 12.499469076116982
666			 22.863388265714	 12.513320313188887
667			 22.663509535688302	 12.460258641481154
668			 22.589470371496883	 12.35230300204607
669			 22.25152337567036	 12.283480043734286
670			 22.14322758698018	 12.245828334834584
671			 22.096191857247916	 12.119335290548445
672			 21.783261823706678	 12.023203335867482
673			 21.6675820472287	 11.999400833903549
674			 21.633818796634	 11.885677105754256
675			 21.43113715551181	 11.666307340656505
676			 21.152224023416924	 11.633703288860175
677			 20.8571854065028	 11.663415755335432
678			 20.79888163736923	 11.56687202705522
679			 20.74916646755097	 11.566463341132295
680			 20.73895278327105	 11.3620870053363
681			 20.378625627408603	 11.213278524990253
682			 20.273317960564793	 11.202416658926486
683			 20.158049142820165	 11.120238165997872
684			 20.036393669898906	 10.996178733658933
685			 19.84302979640241	 10.917959586091376
686			 19.779221490669773	 10.999607644337047
687			 19.655100425792327	 10.889908706831564
688			 19.438221322491337	 10.861772673776052
689			 19.287858309019793	 10.672852022636052
690			 19.119616277571907	 10.63319904921814
691			 19.016096082134098	 10.559797062468087
692			 18.820656365618905	 10.411418480020357
693			 18.652665630134113	 10.323253168947458
694			 18.510267172454807	 10.324334178531023
695			 18.413251886546853	 10.34608884764626
696			 18.320128793252156	 10.1949838763347
697			 18.251254770446465	 10.137284952811802
